,,,,spd,spd,eod,eod,aod,aod,trace_distance_input,trace_distance_input,qsp_diff_output,qsp_diff_output
,,,,mean,std,mean,std,mean,std,mean,std,mean,std
dataset,configuration,model,attribute,,,,,,,,,,
student_performance,L2_all_to_all_re_upload,XGBoost_stub,overall,0.005692765808372799,0.042139210731876924,0.028400031860147806,0.10401499557176554,-0.022506333276275232,0.007635864993936716,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_all_to_all_re_upload,XGBoost_stub,sex,0.04414597856511307,0.03204458592186233,0.04917019334495063,0.016309631981932627,0.04296475622860554,0.09945044328494336,0.2209061581245945,0.1137344569902534,0.14794992181103425,0.06064501534644641
student_performance,L2_linear,MLP,age,-0.009887132539950267,0.01005110963526457,-0.008084355309244867,0.008061589574625853,-0.016862690475135233,0.02258812297540287,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,MLP,overall,-0.0242599404449115,0.028894965687819747,-0.017442334286829,0.015107327933137434,-0.032530690952938306,0.04558059703269805,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,MLP,sex,-0.0031675794387658663,0.013578365852144872,-0.0012820512820513332,0.00967927491701377,-0.010444947209653102,0.0215081911767458,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,RandomForest,age,0.11510709364040217,0.17765012674231848,0.07015607105339304,0.115317465641117,0.10343190388056485,0.1481856201889942,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,RandomForest,overall,0.09528814153091607,0.23303312807142942,0.06837170403307913,0.13583357996013296,0.04549537582606337,0.17759719207278996,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,RandomForest,sex,0.03465286027485937,0.09189611811652726,0.016025900340220733,0.03605167916837945,0.03378684947342147,0.08339845445291012,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,XGBoost_stub,age,0.17139435227415692,0.1732882640417762,0.12446005053441285,0.2148580131461628,0.14982576286294402,0.12874963154451657,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,XGBoost_stub,overall,0.18479593624102295,0.16023240034242028,0.14762693844757963,0.1765663184759386,0.11845632636664698,0.16091977934938528,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
student_performance,L2_linear,XGBoost_stub,sex,0.07775528137260483,0.06627842814202556,0.03569283669405027,0.06940458291979147,0.10419275175218203,0.024917061650194892,0.2262637165053213,0.21066234274986576,0.004614307010349267,0.0019209986142991369
